"Region/Country code","Region/Country name","Local authority code","Local authority","Date","new houses"
"E12000002","North West","E08000002","Bury","Sep-08",200
"E12000002","North West","E08000003","Manchester","Sep-08",1619
"E12000002","North West","E08000004","Oldham","Sep-08",210
"E12000002","North West","E08000005","Rochdale","Sep-08",176
"E12000002","North West","E08000006","Salford","Sep-08",1000
"E12000002","North West","E08000007","Stockport","Sep-08",148
"E12000002","North West","E08000008","Tameside","Sep-08",435
"E12000002","North West","E08000009","Trafford","Sep-08",173
"E12000002","North West","E08000010","Wigan","Sep-08",840
"E12000002","North West","E08000001","Bolton","Dec-08",397
"E12000002","North West","E08000002","Bury","Dec-08",175
"E12000002","North West","E08000003","Manchester","Dec-08",1317
"E12000002","North West","E08000004","Oldham","Dec-08",186
"E12000002","North West","E08000005","Rochdale","Dec-08",144
"E12000002","North West","E08000006","Salford","Dec-08",802
"E12000002","North West","E08000007","Stockport","Dec-08",148
"E12000002","North West","E08000008","Tameside","Dec-08",436
"E12000002","North West","E08000009","Trafford","Dec-08",148
"E12000002","North West","E08000010","Wigan","Dec-08",569
"E12000002","North West","E08000001","Bolton","Mar-09",346
"E12000002","North West","E08000002","Bury","Mar-09",126
"E12000002","North West","E08000003","Manchester","Mar-09",1159
"E12000002","North West","E08000004","Oldham","Mar-09",166
"E12000002","North West","E08000005","Rochdale","Mar-09",142
"E12000002","North West","E08000006","Salford","Mar-09",751
"E12000002","North West","E08000007","Stockport","Mar-09",118
"E12000002","North West","E08000008","Tameside","Mar-09",419
"E12000002","North West","E08000009","Trafford","Mar-09",131
"E12000002","North West","E08000010","Wigan","Mar-09",471
"E12000002","North West","E08000001","Bolton","Jun-09",284
"E12000002","North West","E08000002","Bury","Jun-09",95
"E12000002","North West","E08000003","Manchester","Jun-09",1094
"E12000002","North West","E08000004","Oldham","Jun-09",164
"E12000002","North West","E08000005","Rochdale","Jun-09",127
"E12000002","North West","E08000006","Salford","Jun-09",665
"E12000002","North West","E08000007","Stockport","Jun-09",105
"E12000002","North West","E08000008","Tameside","Jun-09",295
"E12000002","North West","E08000009","Trafford","Jun-09",102
"E12000002","North West","E08000010","Wigan","Jun-09",402
"E12000002","North West","E08000001","Bolton","Sep-09",271
"E12000002","North West","E08000002","Bury","Sep-09",94
"E12000002","North West","E08000003","Manchester","Sep-09",1041
"E12000002","North West","E08000004","Oldham","Sep-09",170
"E12000002","North West","E08000005","Rochdale","Sep-09",125
"E12000002","North West","E08000006","Salford","Sep-09",764
"E12000002","North West","E08000007","Stockport","Sep-09",110
"E12000002","North West","E08000008","Tameside","Sep-09",266
"E12000002","North West","E08000009","Trafford","Sep-09",94
"E12000002","North West","E08000010","Wigan","Sep-09",342
"E12000002","North West","E08000001","Bolton","Dec-09",202
"E12000002","North West","E08000002","Bury","Dec-09",44
"E12000002","North West","E08000003","Manchester","Dec-09",1098
"E12000002","North West","E08000004","Oldham","Dec-09",157
"E12000002","North West","E08000005","Rochdale","Dec-09",148
"E12000002","North West","E08000006","Salford","Dec-09",695
"E12000002","North West","E08000007","Stockport","Dec-09",112
"E12000002","North West","E08000008","Tameside","Dec-09",234
"E12000002","North West","E08000009","Trafford","Dec-09",128
"E12000002","North West","E08000010","Wigan","Dec-09",291
"E12000002","North West","E08000001","Bolton","Mar-10",215
"E12000002","North West","E08000002","Bury","Mar-10",54
"E12000002","North West","E08000003","Manchester","Mar-10",1201
"E12000002","North West","E08000004","Oldham","Mar-10",164
"E12000002","North West","E08000005","Rochdale","Mar-10",138
"E12000002","North West","E08000006","Salford","Mar-10",581
"E12000002","North West","E08000007","Stockport","Mar-10",111
"E12000002","North West","E08000008","Tameside","Mar-10",225
"E12000002","North West","E08000009","Trafford","Mar-10",201
"E12000002","North West","E08000010","Wigan","Mar-10",269
"E12000002","North West","E08000001","Bolton","Jun-10",206
"E12000002","North West","E08000002","Bury","Jun-10",72
"E12000002","North West","E08000003","Manchester","Jun-10",1259
"E12000002","North West","E08000004","Oldham","Jun-10",175
"E12000002","North West","E08000005","Rochdale","Jun-10",142
"E12000002","North West","E08000006","Salford","Jun-10",531
"E12000002","North West","E08000007","Stockport","Jun-10",92
"E12000002","North West","E08000008","Tameside","Jun-10",202
"E12000002","North West","E08000009","Trafford","Jun-10",264
"E12000002","North West","E08000010","Wigan","Jun-10",270
"E12000002","North West","E08000001","Bolton","Sep-10",195
"E12000002","North West","E08000002","Bury","Sep-10",76
"E12000002","North West","E08000003","Manchester","Sep-10",1308
"E12000002","North West","E08000004","Oldham","Sep-10",172
"E12000002","North West","E08000005","Rochdale","Sep-10",143
"E12000002","North West","E08000006","Salford","Sep-10",327
"E12000002","North West","E08000007","Stockport","Sep-10",73
"E12000002","North West","E08000008","Tameside","Sep-10",221
"E12000002","North West","E08000009","Trafford","Sep-10",283
"E12000002","North West","E08000010","Wigan","Sep-10",273
"E12000002","North West","E08000001","Bolton","Dec-10",179
"E12000002","North West","E08000002","Bury","Dec-10",84
"E12000002","North West","E08000003","Manchester","Dec-10",1172
"E12000002","North West","E08000004","Oldham","Dec-10",147
"E12000002","North West","E08000005","Rochdale","Dec-10",111
"E12000002","North West","E08000006","Salford","Dec-10",351
"E12000002","North West","E08000007","Stockport","Dec-10",47
"E12000002","North West","E08000008","Tameside","Dec-10",204
"E12000002","North West","E08000009","Trafford","Dec-10",234
"E12000002","North West","E08000010","Wigan","Dec-10",238
"E12000002","North West","E08000001","Bolton","Mar-11",175
"E12000002","North West","E08000002","Bury","Mar-11",113
"E12000002","North West","E08000003","Manchester","Mar-11",1000
"E12000002","North West","E08000004","Oldham","Mar-11",113
"E12000002","North West","E08000005","Rochdale","Mar-11",142
"E12000002","North West","E08000006","Salford","Mar-11",398
"E12000002","North West","E08000007","Stockport","Mar-11",39
"E12000002","North West","E08000008","Tameside","Mar-11",241
"E12000002","North West","E08000009","Trafford","Mar-11",171
"E12000002","North West","E08000010","Wigan","Mar-11",221
"E12000002","North West","E08000001","Bolton","Jun-11",206
"E12000002","North West","E08000002","Bury","Jun-11",134
"E12000002","North West","E08000003","Manchester","Jun-11",934
"E12000002","North West","E08000004","Oldham","Jun-11",94
"E12000002","North West","E08000005","Rochdale","Jun-11",136
"E12000002","North West","E08000006","Salford","Jun-11",356
"E12000002","North West","E08000007","Stockport","Jun-11",40
"E12000002","North West","E08000008","Tameside","Jun-11",233
"E12000002","North West","E08000009","Trafford","Jun-11",105
"E12000002","North West","E08000010","Wigan","Jun-11",219
"E12000002","North West","E08000001","Bolton","Sep-11",199
"E12000002","North West","E08000002","Bury","Sep-11",138
"E12000002","North West","E08000003","Manchester","Sep-11",786
"E12000002","North West","E08000004","Oldham","Sep-11",78
"E12000002","North West","E08000005","Rochdale","Sep-11",153
"E12000002","North West","E08000006","Salford","Sep-11",381
"E12000002","North West","E08000007","Stockport","Sep-11",42
"E12000002","North West","E08000008","Tameside","Sep-11",207
"E12000002","North West","E08000009","Trafford","Sep-11",101
"E12000002","North West","E08000010","Wigan","Sep-11",196
"E12000002","North West","E08000001","Bolton","Dec-11",244
"E12000002","North West","E08000002","Bury","Dec-11",150
"E12000002","North West","E08000003","Manchester","Dec-11",725
"E12000002","North West","E08000004","Oldham","Dec-11",75
"E12000002","North West","E08000005","Rochdale","Dec-11",178
"E12000002","North West","E08000006","Salford","Dec-11",406
"E12000002","North West","E08000007","Stockport","Dec-11",66
"E12000002","North West","E08000008","Tameside","Dec-11",209
"E12000002","North West","E08000009","Trafford","Dec-11",139
"E12000002","North West","E08000010","Wigan","Dec-11",210
"E12000002","North West","E08000001","Bolton","Mar-12",241
"E12000002","North West","E08000002","Bury","Mar-12",142
"E12000002","North West","E08000003","Manchester","Mar-12",710
"E12000002","North West","E08000004","Oldham","Mar-12",80
"E12000002","North West","E08000005","Rochdale","Mar-12",173
"E12000002","North West","E08000006","Salford","Mar-12",369
"E12000002","North West","E08000007","Stockport","Mar-12",79
"E12000002","North West","E08000008","Tameside","Mar-12",173
"E12000002","North West","E08000009","Trafford","Mar-12",129
"E12000002","North West","E08000010","Wigan","Mar-12",231
"E12000002","North West","E08000001","Bolton","Jun-12",243
"E12000002","North West","E08000002","Bury","Jun-12",139
"E12000002","North West","E08000003","Manchester","Jun-12",670
"E12000002","North West","E08000004","Oldham","Jun-12",70
"E12000002","North West","E08000005","Rochdale","Jun-12",196
"E12000002","North West","E08000006","Salford","Jun-12",372
"E12000002","North West","E08000007","Stockport","Jun-12",98
"E12000002","North West","E08000008","Tameside","Jun-12",207
"E12000002","North West","E08000009","Trafford","Jun-12",180
"E12000002","North West","E08000010","Wigan","Jun-12",209
"E12000002","North West","E08000001","Bolton","Sep-12",253
"E12000002","North West","E08000002","Bury","Sep-12",131
"E12000002","North West","E08000003","Manchester","Sep-12",685
"E12000002","North West","E08000004","Oldham","Sep-12",80
"E12000002","North West","E08000005","Rochdale","Sep-12",206
"E12000002","North West","E08000006","Salford","Sep-12",376
"E12000002","North West","E08000007","Stockport","Sep-12",97
"E12000002","North West","E08000008","Tameside","Sep-12",207
"E12000002","North West","E08000009","Trafford","Sep-12",178
"E12000002","North West","E08000010","Wigan","Sep-12",222
"E12000002","North West","E08000001","Bolton","Dec-12",224
"E12000002","North West","E08000002","Bury","Dec-12",125
"E12000002","North West","E08000003","Manchester","Dec-12",666
"E12000002","North West","E08000004","Oldham","Dec-12",82
"E12000002","North West","E08000005","Rochdale","Dec-12",220
"E12000002","North West","E08000006","Salford","Dec-12",339
"E12000002","North West","E08000007","Stockport","Dec-12",102
"E12000002","North West","E08000008","Tameside","Dec-12",219
"E12000002","North West","E08000009","Trafford","Dec-12",166
"E12000002","North West","E08000010","Wigan","Dec-12",234
"E12000002","North West","E08000001","Bolton","Mar-13",218
"E12000002","North West","E08000002","Bury","Mar-13",113
"E12000002","North West","E08000003","Manchester","Mar-13",653
"E12000002","North West","E08000004","Oldham","Mar-13",78
"E12000002","North West","E08000005","Rochdale","Mar-13",225
"E12000002","North West","E08000006","Salford","Mar-13",333
"E12000002","North West","E08000007","Stockport","Mar-13",88
"E12000002","North West","E08000008","Tameside","Mar-13",217
"E12000002","North West","E08000009","Trafford","Mar-13",154
"E12000002","North West","E08000010","Wigan","Mar-13",242
"E12000002","North West","E08000001","Bolton","Jun-13",234
"E12000002","North West","E08000002","Bury","Jun-13",124
"E12000002","North West","E08000003","Manchester","Jun-13",612
"E12000002","North West","E08000004","Oldham","Jun-13",79
"E12000002","North West","E08000005","Rochdale","Jun-13",264
"E12000002","North West","E08000006","Salford","Jun-13",403
"E12000002","North West","E08000007","Stockport","Jun-13",85
"E12000002","North West","E08000008","Tameside","Jun-13",172
"E12000002","North West","E08000009","Trafford","Jun-13",124
"E12000002","North West","E08000010","Wigan","Jun-13",259
"E12000002","North West","E08000001","Bolton","Sep-13",264
"E12000002","North West","E08000002","Bury","Sep-13",154
"E12000002","North West","E08000003","Manchester","Sep-13",667
"E12000002","North West","E08000004","Oldham","Sep-13",95
"E12000002","North West","E08000005","Rochdale","Sep-13",264
"E12000002","North West","E08000006","Salford","Sep-13",397
"E12000002","North West","E08000007","Stockport","Sep-13",97
"E12000002","North West","E08000008","Tameside","Sep-13",169
"E12000002","North West","E08000009","Trafford","Sep-13",119
"E12000002","North West","E08000010","Wigan","Sep-13",262
"E12000002","North West","E08000001","Bolton","Dec-13",276
"E12000002","North West","E08000002","Bury","Dec-13",177
"E12000002","North West","E08000003","Manchester","Dec-13",725
"E12000002","North West","E08000004","Oldham","Dec-13",120
"E12000002","North West","E08000005","Rochdale","Dec-13",274
"E12000002","North West","E08000006","Salford","Dec-13",444
"E12000002","North West","E08000007","Stockport","Dec-13",82
"E12000002","North West","E08000008","Tameside","Dec-13",160
"E12000002","North West","E08000009","Trafford","Dec-13",113
"E12000002","North West","E08000010","Wigan","Dec-13",306
"E12000002","North West","E08000001","Bolton","Mar-14",301
"E12000002","North West","E08000002","Bury","Mar-14",183
"E12000002","North West","E08000003","Manchester","Mar-14",740
"E12000002","North West","E08000004","Oldham","Mar-14",168
"E12000002","North West","E08000005","Rochdale","Mar-14",267
"E12000002","North West","E08000006","Salford","Mar-14",553
"E12000002","North West","E08000007","Stockport","Mar-14",92
"E12000002","North West","E08000008","Tameside","Mar-14",166
"E12000002","North West","E08000009","Trafford","Mar-14",125
"E12000002","North West","E08000010","Wigan","Mar-14",316
"E12000002","North West","E08000001","Bolton","Jun-14",279
"E12000002","North West","E08000002","Bury","Jun-14",193
"E12000002","North West","E08000003","Manchester","Jun-14",810
"E12000002","North West","E08000004","Oldham","Jun-14",191
"E12000002","North West","E08000005","Rochdale","Jun-14",266
"E12000002","North West","E08000006","Salford","Jun-14",582
"E12000002","North West","E08000007","Stockport","Jun-14",102
"E12000002","North West","E08000008","Tameside","Jun-14",186
"E12000002","North West","E08000009","Trafford","Jun-14",106
"E12000002","North West","E08000010","Wigan","Jun-14",316
"E12000002","North West","E08000001","Bolton","Sep-14",246
"E12000002","North West","E08000002","Bury","Sep-14",176
"E12000002","North West","E08000003","Manchester","Sep-14",810
"E12000002","North West","E08000004","Oldham","Sep-14",187
"E12000002","North West","E08000005","Rochdale","Sep-14",278
"E12000002","North West","E08000006","Salford","Sep-14",669
"E12000002","North West","E08000007","Stockport","Sep-14",110
"E12000002","North West","E08000008","Tameside","Sep-14",185
"E12000002","North West","E08000009","Trafford","Sep-14",117
"E12000002","North West","E08000010","Wigan","Sep-14",321
"E12000002","North West","E08000001","Bolton","Dec-14",231
"E12000002","North West","E08000002","Bury","Dec-14",190
"E12000002","North West","E08000003","Manchester","Dec-14",844
"E12000002","North West","E08000004","Oldham","Dec-14",196
"E12000002","North West","E08000005","Rochdale","Dec-14",267
"E12000002","North West","E08000006","Salford","Dec-14",663
"E12000002","North West","E08000007","Stockport","Dec-14",134
"E12000002","North West","E08000008","Tameside","Dec-14",196
"E12000002","North West","E08000009","Trafford","Dec-14",164
"E12000002","North West","E08000010","Wigan","Dec-14",286
"E12000002","North West","E08000001","Bolton","Mar-15",200
"E12000002","North West","E08000002","Bury","Mar-15",194
"E12000002","North West","E08000003","Manchester","Mar-15",1026
"E12000002","North West","E08000004","Oldham","Mar-15",192
"E12000002","North West","E08000005","Rochdale","Mar-15",292
"E12000002","North West","E08000006","Salford","Mar-15",646
"E12000002","North West","E08000007","Stockport","Mar-15",137
"E12000002","North West","E08000008","Tameside","Mar-15",229
"E12000002","North West","E08000009","Trafford","Mar-15",192
"E12000002","North West","E08000010","Wigan","Mar-15",275
"E12000002","North West","E08000001","Bolton","Jun-15",184
"E12000002","North West","E08000002","Bury","Jun-15",210
"E12000002","North West","E08000003","Manchester","Jun-15",1020
"E12000002","North West","E08000004","Oldham","Jun-15",177
"E12000002","North West","E08000005","Rochdale","Jun-15",322
"E12000002","North West","E08000006","Salford","Jun-15",647
"E12000002","North West","E08000007","Stockport","Jun-15",133
"E12000002","North West","E08000008","Tameside","Jun-15",261
"E12000002","North West","E08000009","Trafford","Jun-15",223
"E12000002","North West","E08000010","Wigan","Jun-15",299
"E12000002","North West","E08000001","Bolton","Sep-15",165
"E12000002","North West","E08000002","Bury","Sep-15",221
"E12000002","North West","E08000003","Manchester","Sep-15",1036
"E12000002","North West","E08000004","Oldham","Sep-15",195
"E12000002","North West","E08000005","Rochdale","Sep-15",366
"E12000002","North West","E08000006","Salford","Sep-15",767
"E12000002","North West","E08000007","Stockport","Sep-15",169
"E12000002","North West","E08000008","Tameside","Sep-15",302
"E12000002","North West","E08000009","Trafford","Sep-15",234
"E12000002","North West","E08000010","Wigan","Sep-15",343
"E12000002","North West","E08000001","Bolton","Dec-15",162
"E12000002","North West","E08000002","Bury","Dec-15",215
"E12000002","North West","E08000003","Manchester","Dec-15",987
"E12000002","North West","E08000004","Oldham","Dec-15",182
"E12000002","North West","E08000005","Rochdale","Dec-15",435
"E12000002","North West","E08000006","Salford","Dec-15",872
"E12000002","North West","E08000007","Stockport","Dec-15",164
"E12000002","North West","E08000008","Tameside","Dec-15",341
"E12000002","North West","E08000009","Trafford","Dec-15",215
"E12000002","North West","E08000010","Wigan","Dec-15",380
"E12000002","North West","E08000001","Bolton","Mar-16",177
"E12000002","North West","E08000002","Bury","Mar-16",231
"E12000002","North West","E08000003","Manchester","Mar-16",854
"E12000002","North West","E08000004","Oldham","Mar-16",153
"E12000002","North West","E08000005","Rochdale","Mar-16",459
"E12000002","North West","E08000006","Salford","Mar-16",1008
"E12000002","North West","E08000007","Stockport","Mar-16",204
"E12000002","North West","E08000008","Tameside","Mar-16",318
"E12000002","North West","E08000009","Trafford","Mar-16",242
"E12000002","North West","E08000010","Wigan","Mar-16",385
"E12000002","North West","E08000001","Bolton","Jun-16",186
"E12000002","North West","E08000002","Bury","Jun-16",212
"E12000002","North West","E08000003","Manchester","Jun-16",782
"E12000002","North West","E08000004","Oldham","Jun-16",170
"E12000002","North West","E08000005","Rochdale","Jun-16",485
"E12000002","North West","E08000006","Salford","Jun-16",1199
"E12000002","North West","E08000007","Stockport","Jun-16",230
"E12000002","North West","E08000008","Tameside","Jun-16",256
"E12000002","North West","E08000009","Trafford","Jun-16",212
"E12000002","North West","E08000010","Wigan","Jun-16",350
"E12000002","North West","E08000001","Bolton","Sep-16",196
"E12000002","North West","E08000002","Bury","Sep-16",216
"E12000002","North West","E08000003","Manchester","Sep-16",772
"E12000002","North West","E08000004","Oldham","Sep-16",150
"E12000002","North West","E08000005","Rochdale","Sep-16",441
"E12000002","North West","E08000006","Salford","Sep-16",1053
"E12000002","North West","E08000007","Stockport","Sep-16",209
"E12000002","North West","E08000008","Tameside","Sep-16",205
"E12000002","North West","E08000009","Trafford","Sep-16",217
"E12000002","North West","E08000010","Wigan","Sep-16",325
"E12000002","North West","E08000001","Bolton","Dec-16",200
"E12000002","North West","E08000002","Bury","Dec-16",233
"E12000002","North West","E08000003","Manchester","Dec-16",852
"E12000002","North West","E08000004","Oldham","Dec-16",171
"E12000002","North West","E08000005","Rochdale","Dec-16",395
"E12000002","North West","E08000006","Salford","Dec-16",1287
"E12000002","North West","E08000007","Stockport","Dec-16",244
"E12000002","North West","E08000008","Tameside","Dec-16",153
"E12000002","North West","E08000009","Trafford","Dec-16",175
"E12000002","North West","E08000010","Wigan","Dec-16",300
"E12000002","North West","E08000001","Bolton","Mar-17",198
"E12000002","North West","E08000002","Bury","Mar-17",211
"E12000002","North West","E08000003","Manchester","Mar-17",773
"E12000002","North West","E08000004","Oldham","Mar-17",197
"E12000002","North West","E08000005","Rochdale","Mar-17",356
"E12000002","North West","E08000006","Salford","Mar-17",1127
"E12000002","North West","E08000007","Stockport","Mar-17",252
"E12000002","North West","E08000008","Tameside","Mar-17",156
"E12000002","North West","E08000009","Trafford","Mar-17",131
"E12000002","North West","E08000010","Wigan","Mar-17",314
"E12000002","North West","E08000001","Bolton","Jun-17",185
"E12000002","North West","E08000002","Bury","Jun-17",181
"E12000002","North West","E08000003","Manchester","Jun-17",856
"E12000002","North West","E08000004","Oldham","Jun-17",197
"E12000002","North West","E08000005","Rochdale","Jun-17",318
"E12000002","North West","E08000006","Salford","Jun-17",874
"E12000002","North West","E08000007","Stockport","Jun-17",240
"E12000002","North West","E08000008","Tameside","Jun-17",192
"E12000002","North West","E08000009","Trafford","Jun-17",143
"E12000002","North West","E08000010","Wigan","Jun-17",336
"E12000002","North West","E08000001","Bolton","Sep-17",185
"E12000002","North West","E08000002","Bury","Sep-17",156
"E12000002","North West","E08000003","Manchester","Sep-17",749
"E12000002","North West","E08000004","Oldham","Sep-17",188
"E12000002","North West","E08000005","Rochdale","Sep-17",314
"E12000002","North West","E08000006","Salford","Sep-17",1032
"E12000002","North West","E08000007","Stockport","Sep-17",305
"E12000002","North West","E08000008","Tameside","Sep-17",236
"E12000002","North West","E08000009","Trafford","Sep-17",184
"E12000002","North West","E08000010","Wigan","Sep-17",388
"E12000002","North West","E08000001","Bolton","Dec-17",193
"E12000002","North West","E08000002","Bury","Dec-17",115
"E12000002","North West","E08000003","Manchester","Dec-17",607
"E12000002","North West","E08000004","Oldham","Dec-17",165
"E12000002","North West","E08000005","Rochdale","Dec-17",333
"E12000002","North West","E08000006","Salford","Dec-17",1017
"E12000002","North West","E08000007","Stockport","Dec-17",340
"E12000002","North West","E08000008","Tameside","Dec-17",249
"E12000002","North West","E08000009","Trafford","Dec-17",267
"E12000002","North West","E08000010","Wigan","Dec-17",471
"E12000002","North West","E08000001","Bolton","Mar-18",186
"E12000002","North West","E08000002","Bury","Mar-18",118
"E12000002","North West","E08000003","Manchester","Mar-18",629
"E12000002","North West","E08000004","Oldham","Mar-18",144
"E12000002","North West","E08000005","Rochdale","Mar-18",339
"E12000002","North West","E08000006","Salford","Mar-18",1051
"E12000002","North West","E08000007","Stockport","Mar-18",350
"E12000002","North West","E08000008","Tameside","Mar-18",242
"E12000002","North West","E08000009","Trafford","Mar-18",369
"E12000002","North West","E08000010","Wigan","Mar-18",543
"E12000002","North West","E08000001","Bolton","Jun-18",200
"E12000002","North West","E08000002","Bury","Jun-18",127
"E12000002","North West","E08000003","Manchester","Jun-18",583
"E12000002","North West","E08000004","Oldham","Jun-18",133
"E12000002","North West","E08000005","Rochdale","Jun-18",321
"E12000002","North West","E08000006","Salford","Jun-18",1103
"E12000002","North West","E08000007","Stockport","Jun-18",395
"E12000002","North West","E08000008","Tameside","Jun-18",279
"E12000002","North West","E08000009","Trafford","Jun-18",486
"E12000002","North West","E08000010","Wigan","Jun-18",656
"E12000002","North West","E08000001","Bolton","Sep-18",216
"E12000002","North West","E08000002","Bury","Sep-18",134
"E12000002","North West","E08000003","Manchester","Sep-18",623
"E12000002","North West","E08000004","Oldham","Sep-18",151
"E12000002","North West","E08000005","Rochdale","Sep-18",313
"E12000002","North West","E08000006","Salford","Sep-18",1116
"E12000002","North West","E08000007","Stockport","Sep-18",355
"E12000002","North West","E08000008","Tameside","Sep-18",307
"E12000002","North West","E08000009","Trafford","Sep-18",456
"E12000002","North West","E08000010","Wigan","Sep-18",719
"E12000002","North West","E08000001","Bolton","Dec-18",210
"E12000002","North West","E08000002","Bury","Dec-18",129
"E12000002","North West","E08000003","Manchester","Dec-18",632
"E12000002","North West","E08000004","Oldham","Dec-18",142
"E12000002","North West","E08000005","Rochdale","Dec-18",310
"E12000002","North West","E08000006","Salford","Dec-18",1005
"E12000002","North West","E08000007","Stockport","Dec-18",333
"E12000002","North West","E08000008","Tameside","Dec-18",351
"E12000002","North West","E08000009","Trafford","Dec-18",380
"E12000002","North West","E08000010","Wigan","Dec-18",820
"E12000002","North West","E08000001","Bolton","Mar-19",214
"E12000002","North West","E08000002","Bury","Mar-19",139
"E12000002","North West","E08000003","Manchester","Mar-19",595
"E12000002","North West","E08000004","Oldham","Mar-19",142
"E12000002","North West","E08000005","Rochdale","Mar-19",315
"E12000002","North West","E08000006","Salford","Mar-19",955
"E12000002","North West","E08000007","Stockport","Mar-19",310
"E12000002","North West","E08000008","Tameside","Mar-19",348
"E12000002","North West","E08000009","Trafford","Mar-19",412
"E12000002","North West","E08000010","Wigan","Mar-19",872
"E12000002","North West","E08000001","Bolton","Jun-19",202
"E12000002","North West","E08000002","Bury","Jun-19",110
"E12000002","North West","E08000003","Manchester","Jun-19",668
"E12000002","North West","E08000004","Oldham","Jun-19",145
"E12000002","North West","E08000005","Rochdale","Jun-19",304
"E12000002","North West","E08000006","Salford","Jun-19",1151
"E12000002","North West","E08000007","Stockport","Jun-19",346
"E12000002","North West","E08000008","Tameside","Jun-19",340
"E12000002","North West","E08000009","Trafford","Jun-19",364
"E12000002","North West","E08000010","Wigan","Jun-19",937
"E12000002","North West","E08000001","Bolton","Sep-19",177
"E12000002","North West","E08000002","Bury","Sep-19",108
"E12000002","North West","E08000003","Manchester","Sep-19",644
"E12000002","North West","E08000004","Oldham","Sep-19",122
"E12000002","North West","E08000005","Rochdale","Sep-19",326
"E12000002","North West","E08000006","Salford","Sep-19",1245
"E12000002","North West","E08000007","Stockport","Sep-19",396
"E12000002","North West","E08000008","Tameside","Sep-19",295
"E12000002","North West","E08000009","Trafford","Sep-19",325
"E12000002","North West","E08000010","Wigan","Sep-19",892
