"TimeID","Reg date","Provider URN","Provider type","Provider name","Authority code","Authority name","Registered places"
536,2015-08-12,"EY492690","Childminder","REDACTED","E08000005","Rochdale",6
536,2015-08-11,"EY493177","Childcare - Non-Domestic","Happy Feet Day Nursery Limited","E08000006","Salford",44
536,2015-08-07,"EY493462","Childcare - Non-Domestic","Ladybird Nursery Ltd","E08000002","Bury",30
536,2015-08-04,"EY491172","Childminder","REDACTED","E08000007","Stockport",6
536,2015-08-04,"EY492264","Childcare - Non-Domestic","Kidz Matter Nursery (Oldham Arc Satellite)","E08000004","Oldham",40
536,2015-08-03,"EY491163","Childminder","REDACTED","E08000009","Trafford",6
535,2015-07-31,"EY491681","Childcare - Domestic","REDACTED","E08000009","Trafford",18
535,2015-07-30,"EY490486","Childminder","REDACTED","E08000008","Tameside",6
535,2015-07-29,"EY491188","Childminder","REDACTED","E08000003","Manchester",6
535,2015-07-29,"EY490349","Childcare - Non-Domestic","Early Explorers","E08000008","Tameside",20
535,2015-07-28,"EY491670","Childminder","REDACTED","E08000009","Trafford",12
535,2015-07-28,"EY491839","Childminder","REDACTED","E08000001","Bolton",12
535,2015-07-28,"EY491864","Childminder","REDACTED","E08000010","Wigan",6
535,2015-07-27,"EY490089","Childminder","REDACTED","E08000009","Trafford",0
535,2015-07-27,"EY491797","Childcare - Non-Domestic","Bright Horizons Timperley Day Nursery and Preschool","E08000009","Trafford",21
535,2015-07-24,"EY493286","Home Childcarer","REDACTED","E08000009","Trafford",0
535,2015-07-20,"EY489717","Childcare - Non-Domestic","Roobyloos Limited","E08000006","Salford",46
535,2015-07-17,"EY491603","Childcare - Non-Domestic","Radcliffe Hall Before And After School Club","E08000002","Bury",30
535,2015-07-14,"EY488562","Childminder","REDACTED","E08000002","Bury",12
535,2015-07-10,"EY491804","Childcare - Non-Domestic","3rs Tuition Ltd","E08000002","Bury",0
535,2015-07-09,"EY492711","Childminder","REDACTED","E08000003","Manchester",0
535,2015-07-08,"EY488344","Childminder","REDACTED","E08000003","Manchester",6
535,2015-07-08,"EY490292","Childcare - Non-Domestic","Care Chiefs","E08000006","Salford",70
535,2015-07-08,"EY491754","Childcare - Non-Domestic","Impact For All","E08000003","Manchester",0
535,2015-07-07,"EY491371","Childcare - Non-Domestic","Rainbow @ Broadbent Fold Primary School","E08000008","Tameside",30
535,2015-07-07,"EY490614","Childcare - Non-Domestic","Kids Club At Buckstones","E08000004","Oldham",22
535,2015-07-06,"EY491176","Childminder","REDACTED","E08000006","Salford",6
535,2015-07-06,"EY490918","Childminder","REDACTED","E08000008","Tameside",6
535,2015-07-03,"EY490884","Childcare - Non-Domestic","TLM Centre","E08000003","Manchester",0
535,2015-07-01,"EY491062","Childminder","REDACTED","E08000005","Rochdale",6
535,2015-07-01,"EY490699","Childminder","REDACTED","E08000006","Salford",6
534,2015-06-29,"EY490577","Childminder","REDACTED","E08000006","Salford",6
534,2015-06-29,"EY487225","Childcare - Non-Domestic","Banana Moon Day Nursery","E08000008","Tameside",69
534,2015-06-29,"EY490534","Childcare - Non-Domestic","Kiddiewinkles Eccles","E08000006","Salford",55
534,2015-06-23,"EY490882","Childminder","REDACTED","E08000007","Stockport",6
534,2015-06-19,"EY490383","Home Childcarer","REDACTED","E08000009","Trafford",0
534,2015-06-19,"EY487554","Childminder","REDACTED","E08000007","Stockport",12
534,2015-06-16,"EY489822","Childminder","REDACTED","E08000007","Stockport",6
534,2015-06-12,"EY489056","Childcare - Non-Domestic","Little Giggles Private Day Nursery And Preschool - Ashton-Under-Lyne","E08000008","Tameside",146
534,2015-06-10,"EY490719","Home Childcarer","REDACTED","E08000003","Manchester",0
534,2015-06-10,"EY490424","Childcare - Non-Domestic","Educare For Early Years (Bury)","E08000002","Bury",65
534,2015-06-10,"EY490430","Childcare - Non-Domestic","Educare For Early Years (Radcliffe)","E08000002","Bury",100
534,2015-06-09,"EY490244","Childminder","REDACTED","E08000007","Stockport",6
534,2015-06-09,"EY490325","Childminder","REDACTED","E08000007","Stockport",6
534,2015-06-05,"EY487786","Childcare - Non-Domestic","Davyhulme Nursery","E08000009","Trafford",49
534,2015-06-04,"EY488863","Childminder","REDACTED","E08000003","Manchester",6
534,2015-06-03,"EY490120","Childminder","REDACTED","E08000008","Tameside",6
534,2015-06-03,"EY489312","Childminder","REDACTED","E08000007","Stockport",0
534,2015-06-02,"EY489151","Childminder","REDACTED","E08000005","Rochdale",6
534,2015-06-01,"EY488505","Childminder","REDACTED","E08000002","Bury",5
534,2015-06-01,"EY489653","Childminder","REDACTED","E08000007","Stockport",6
533,2015-05-29,"EY487105","Childcare - Non-Domestic","The Salvation Army Sunbeams","E08000004","Oldham",40
533,2015-05-26,"EY477918","Childminder","REDACTED","E08000007","Stockport",6
533,2015-05-26,"EY488612","Childminder","REDACTED","E08000003","Manchester",12
533,2015-05-20,"EY490027","Childcare - Non-Domestic","Jack-In-A-Box Playgroup and Bee'Z Nee'Z Out Of School Club","E08000004","Oldham",40
533,2015-05-19,"EY480971","Childcare - Non-Domestic","Glen Jakes Nursery","E08000007","Stockport",55
533,2015-05-18,"EY489766","Childminder","REDACTED","E08000003","Manchester",6
533,2015-05-15,"EY488909","Childminder","REDACTED","E08000008","Tameside",6
533,2015-05-14,"EY487598","Childminder","REDACTED","E08000003","Manchester",6
533,2015-05-14,"EY489114","Home Childcarer","REDACTED","E08000006","Salford",0
533,2015-05-13,"EY488229","Home Childcarer","REDACTED","E08000003","Manchester",0
533,2015-05-13,"EY489269","Childminder","REDACTED","E08000003","Manchester",6
533,2015-05-13,"EY489154","Childcare - Non-Domestic","Bowdon Preschool","E08000009","Trafford",22
533,2015-05-12,"EY488371","Childminder","REDACTED","E08000008","Tameside",6
533,2015-05-11,"EY486903","Childminder","REDACTED","E08000002","Bury",6
533,2015-05-08,"EY488297","Childminder","REDACTED","E08000003","Manchester",6
532,2015-04-30,"EY489045","Childminder","REDACTED","E08000003","Manchester",12
532,2015-04-30,"EY487895","Childminder","REDACTED","E08000003","Manchester",6
532,2015-04-30,"EY489232","Home Childcarer","REDACTED","E08000007","Stockport",0
532,2015-04-29,"EY487836","Childminder","REDACTED","E08000008","Tameside",6
532,2015-04-29,"EY489424","Childcare - Non-Domestic","The Park Playgroup","E08000009","Trafford",50
532,2015-04-28,"EY489462","Childminder","REDACTED","E08000004","Oldham",12
532,2015-04-27,"EY487990","Childcare - Non-Domestic","Banana Moon Day Nursery Altrincham","E08000009","Trafford",72
532,2015-04-24,"EY488812","Childminder","REDACTED","E08000009","Trafford",6
532,2015-04-24,"EY485258","Childminder","REDACTED","E08000008","Tameside",6
532,2015-04-23,"EY487049","Childcare - Non-Domestic","Failsworth Salvation Army Out Of School","E08000004","Oldham",70
532,2015-04-22,"EY489774","Home Childcarer","REDACTED","E08000007","Stockport",0
532,2015-04-21,"EY486057","Childminder","REDACTED","E08000005","Rochdale",6
532,2015-04-17,"EY487508","Childminder","REDACTED","E08000003","Manchester",6
532,2015-04-16,"EY488680","Childcare - Non-Domestic","Funtasia kids clubs Limited- Micklehurst All saints","E08000008","Tameside",40
532,2015-04-15,"EY488053","Childcare - Non-Domestic","Jack In The Box Day Nursery (Wigan) Ltd","E08000010","Wigan",21
532,2015-04-15,"EY486241","Childcare - Non-Domestic","First Steps Day Nursery & Pre-School Limited","E08000002","Bury",17
532,2015-04-14,"EY488133","Childcare - Non-Domestic","Kiddi Day Kare Broadbottom","E08000008","Tameside",60
532,2015-04-14,"EY486110","Childminder","REDACTED","E08000006","Salford",6
532,2015-04-14,"EY488810","Childminder","REDACTED","E08000003","Manchester",6
532,2015-04-09,"EY484786","Childminder","REDACTED","E08000003","Manchester",6
532,2015-04-09,"EY487952","Home Childcarer","REDACTED","E08000009","Trafford",0
532,2015-04-08,"EY486734","Childcare - Non-Domestic","Twinkle Toes","E08000010","Wigan",52
532,2015-04-07,"EY481916","Childcare - Non-Domestic","St Cuthberts Old School Nursery","E08000007","Stockport",32
532,2015-04-07,"EY487155","Childcare - Non-Domestic","Bamford Pre-School CIC","E08000005","Rochdale",30
531,2015-03-27,"EY487195","Childminder","REDACTED","E08000005","Rochdale",6
531,2015-03-27,"EY488161","Childminder","REDACTED","E08000008","Tameside",12
531,2015-03-27,"EY488168","Childcare - Non-Domestic","BSS Leisure Services","E08000001","Bolton",0
531,2015-03-24,"EY487721","Childminder","REDACTED","E08000009","Trafford",6
531,2015-03-24,"EY487524","Childminder","REDACTED","E08000009","Trafford",6
531,2015-03-24,"EY487720","Childminder","REDACTED","E08000009","Trafford",6
531,2015-03-19,"EY487258","Childminder","REDACTED","E08000002","Bury",18
531,2015-03-16,"EY486830","Childminder","REDACTED","E08000010","Wigan",6
531,2015-03-16,"EY486949","Childcare - Non-Domestic","Busy Bees Day Nursery at Cheadle Hulme","E08000007","Stockport",116
531,2015-03-16,"EY487087","Childcare - Non-Domestic","Woodhouses Out Of School Club","E08000004","Oldham",40
531,2015-03-11,"EY486979","Childcare - Non-Domestic","Busy Bees Day Nursery at Wigan Scholes","E08000010","Wigan",94
531,2015-03-10,"EY487432","Childcare - Non-Domestic","Fun Times Out Of School Club Limited","E08000010","Wigan",40
531,2015-03-06,"EY484501","Childminder","REDACTED","E08000006","Salford",6
531,2015-03-04,"EY486802","Childminder","REDACTED","E08000008","Tameside",6
531,2015-03-04,"EY485198","Childcare - Non-Domestic","Sports Provision","E08000007","Stockport",0
531,2015-03-03,"EY486849","Childminder","REDACTED","E08000009","Trafford",6
531,2015-03-03,"EY487303","Childcare - Non-Domestic","Kool Kidz Out Of School Club","E08000001","Bolton",32
530,2015-02-26,"EY486852","Childminder","REDACTED","E08000008","Tameside",6
530,2015-02-25,"EY486545","Childminder","REDACTED","E08000001","Bolton",6
530,2015-02-23,"EY485565","Childminder","REDACTED","E08000003","Manchester",6
530,2015-02-20,"EY485533","Childcare - Non-Domestic","Manor Green Day Nursery","E08000008","Tameside",63
530,2015-02-19,"EY486022","Childcare - Non-Domestic","Poppy & Jacks","E08000001","Bolton",49
530,2015-02-19,"EY485528","Childcare - Non-Domestic","Greenside Day Nursery","E08000008","Tameside",54
530,2015-02-13,"EY486422","Childminder","REDACTED","E08000008","Tameside",12
530,2015-02-13,"EY484525","Childcare - Non-Domestic","Voosh Club Ltd","E08000005","Rochdale",50
530,2015-02-11,"EY483882","Childminder","REDACTED","E08000003","Manchester",6
530,2015-02-10,"EY484314","Childcare - Non-Domestic","The Railway Nursery","E08000007","Stockport",22
530,2015-02-10,"EY486494","Childcare - Non-Domestic","Hill Top Private Day Nursery","E08000008","Tameside",79
530,2015-02-09,"EY486593","Childcare - Non-Domestic","Channings Childcare","E08000004","Oldham",100
530,2015-02-04,"EY485353","Childminder","REDACTED","E08000009","Trafford",12
530,2015-02-02,"EY485693","Childminder","REDACTED","E08000007","Stockport",6
530,2015-02-02,"EY486075","Childcare - Non-Domestic","Premier Sport Holiday Course","E08000006","Salford",0
529,2015-01-27,"EY485152","Home Childcarer","REDACTED","E08000007","Stockport",0
529,2015-01-26,"EY486011","Childcare - Non-Domestic","Explore Learning Sale","E08000009","Trafford",0
529,2015-01-23,"EY485862","Home Childcarer","REDACTED","E08000009","Trafford",0
529,2015-01-23,"EY486275","Childcare - Non-Domestic","Redbrick Academy","E08000003","Manchester",0
529,2015-01-20,"EY485231","Home Childcarer","REDACTED","E08000003","Manchester",0
529,2015-01-19,"EY483903","Childminder","REDACTED","E08000004","Oldham",12
529,2015-01-19,"EY485141","Childminder","REDACTED","E08000008","Tameside",12
529,2015-01-16,"EY485000","Childminder","REDACTED","E08000003","Manchester",6
529,2015-01-16,"EY482703","Childcare - Non-Domestic","Georgie Porgies","E08000003","Manchester",45
529,2015-01-13,"EY480027","Childcare - Non-Domestic","Schools Out Northwest","E08000006","Salford",50
529,2015-01-12,"EY484101","Childminder","REDACTED","E08000006","Salford",18
529,2015-01-12,"EY484105","Childminder","REDACTED","E08000008","Tameside",6
529,2015-01-08,"EY485549","Childcare - Non-Domestic","Over The Rainbow","E08000010","Wigan",48
529,2015-01-07,"EY484726","Childminder","REDACTED","E08000009","Trafford",6
529,2015-01-07,"EY483874","Childcare - Non-Domestic","Rhodes Preschool CIC","E08000005","Rochdale",28
529,2015-01-06,"EY484974","Childcare - Non-Domestic","Abc Childcare at Boothstown","E08000006","Salford",64
529,2015-01-06,"EY484379","Childcare - Non-Domestic","Georgie Porgies Sessional Care Centre","E08000008","Tameside",80
529,2015-01-02,"EY484766","Childcare - Non-Domestic","Genie Tutors Prestwich","E08000002","Bury",0
528,2014-12-31,"EY485355","Childcare - Non-Domestic","Totts Nursery and Super Ts Out of School Care","E08000002","Bury",132
528,2014-12-29,"EY484109","Childcare - Non-Domestic","Brinnington Out Of School Club","E08000007","Stockport",30
528,2014-12-24,"EY484078","Childminder","REDACTED","E08000009","Trafford",6
528,2014-12-24,"EY485486","Childminder","REDACTED","E08000003","Manchester",12
528,2014-12-23,"EY484640","Childminder","REDACTED","E08000008","Tameside",6
528,2014-12-22,"EY477653","Childcare - Non-Domestic","Kids Childcare Stockport Ltd","E08000007","Stockport",30
528,2014-12-19,"EY482704","Childminder","REDACTED","E08000009","Trafford",6
528,2014-12-18,"EY485602","Home Childcarer","REDACTED","E08000007","Stockport",0
528,2014-12-18,"EY483107","Childcare - Non-Domestic","More Play More Often Community Interest Company","E08000007","Stockport",40
528,2014-12-18,"EY484118","Childcare - Non-Domestic","Happy Jacks Childrens Day Nursery Ltd","E08000005","Rochdale",52
528,2014-12-17,"EY484499","Childcare - Non-Domestic","Little Stones Before And After School Club","E08000008","Tameside",30
528,2014-12-15,"EY484996","Childminder","REDACTED","E08000007","Stockport",6
528,2014-12-11,"EY483177","Childminder","REDACTED","E08000008","Tameside",6
528,2014-12-10,"EY476370","Childminder","REDACTED","E08000009","Trafford",6
528,2014-12-10,"EY484473","Childminder","REDACTED","E08000007","Stockport",6
528,2014-12-09,"EY481430","Childcare - Non-Domestic","Brighter Beginnings Chadderton","E08000004","Oldham",72
528,2014-12-09,"EY483066","Childcare - Non-Domestic","Appy Little Plums Ltd","E08000010","Wigan",42
528,2014-12-08,"EY481335","Childminder","REDACTED","E08000010","Wigan",6
528,2014-12-08,"EY484355","Childcare - Non-Domestic","Simon House Nursery and Pre School","E08000004","Oldham",122
528,2014-12-04,"EY478052","Childminder","REDACTED","E08000007","Stockport",3
528,2014-12-04,"EY482992","Childminder","REDACTED","E08000002","Bury",0
528,2014-12-04,"EY484404","Childminder","REDACTED","E08000007","Stockport",6
528,2014-12-03,"EY482803","Childminder","REDACTED","E08000004","Oldham",6
528,2014-12-01,"EY483361","Childminder","REDACTED","E08000003","Manchester",6
528,2014-12-01,"EY483937","Childminder","REDACTED","E08000010","Wigan",6
527,2014-11-27,"EY481853","Childminder","REDACTED","E08000010","Wigan",6
527,2014-11-27,"EY484090","Childcare - Non-Domestic","Explore Learning Oldham","E08000004","Oldham",0
527,2014-11-24,"EY481409","Childcare - Non-Domestic","Little Explorers Nursery","E08000006","Salford",45
527,2014-11-19,"EY482581","Childcare - Non-Domestic","Bright Futures","E08000009","Trafford",69
527,2014-11-19,"EY481589","Childcare - Non-Domestic","Activate Camps","E08000001","Bolton",0
527,2014-11-19,"EY478213","Childcare - Non-Domestic","Kids Childcare Hazel Grove Moorfield","E08000007","Stockport",40
527,2014-11-19,"EY482018","Childcare - Non-Domestic","Funtasia Kids Clubs Limited- St Johns","E08000008","Tameside",22
527,2014-11-18,"EY483843","Childminder","REDACTED","E08000010","Wigan",12
527,2014-11-18,"EY484041","Childminder","REDACTED","E08000001","Bolton",6
527,2014-11-18,"EY482692","Childcare - Non-Domestic","Little Explorers Eccles","E08000006","Salford",81
527,2014-11-17,"EY482383","Childminder","REDACTED","E08000002","Bury",12
527,2014-11-17,"EY477998","Childcare - Non-Domestic","Kids Childcare Stockport Ltd Cheadle Heath","E08000007","Stockport",24
527,2014-11-14,"EY483691","Childminder","REDACTED","E08000008","Tameside",6
527,2014-11-11,"EY483526","Childcare - Non-Domestic","Hyde Woodland Day Nursery","E08000008","Tameside",110
527,2014-11-07,"EY480921","Childcare - Non-Domestic","The Wood School at Paupers Wood","E08000003","Manchester",25
527,2014-11-06,"EY482132","Childminder","REDACTED","E08000007","Stockport",6
527,2014-11-06,"EY481143","Childcare - Non-Domestic","Ladybird Private Day Nursery, Folly Brook House","E08000006","Salford",81
527,2014-11-06,"EY483849","Childcare - Non-Domestic","Premier Sport Holiday Course","E08000006","Salford",0
527,2014-11-05,"EY483102","Childminder","REDACTED","E08000007","Stockport",6
527,2014-11-05,"EY482453","Childcare - Non-Domestic","Swans Care and Education","E08000002","Bury",52
527,2014-11-05,"EY481967","Childcare - Non-Domestic","Kids Planet Higher Broughton","E08000006","Salford",160
527,2014-11-04,"EY481271","Childminder","REDACTED","E08000004","Oldham",6
527,2014-11-03,"EY481965","Childcare - Non-Domestic","Kids adVentures Prestwich","E08000002","Bury",35
526,2014-10-31,"EY483575","Childminder","REDACTED","E08000009","Trafford",12
526,2014-10-30,"EY482485","Childcare - Non-Domestic","Early Explorers Day Nursery","E08000003","Manchester",56
526,2014-10-29,"EY482486","Home Childcarer","REDACTED","E08000007","Stockport",0
526,2014-10-29,"EY482439","Childminder","REDACTED","E08000006","Salford",18
526,2014-10-29,"EY482731","Childcare - Non-Domestic","St Johns Preschool","E08000009","Trafford",24
526,2014-10-28,"EY482656","Childcare - Non-Domestic","Snugglebums Day Nursery Limited","E08000007","Stockport",83
526,2014-10-23,"EY482102","Childminder","REDACTED","E08000008","Tameside",6
526,2014-10-23,"EY478592","Childminder","REDACTED","E08000005","Rochdale",6
526,2014-10-23,"EY480932","Childminder","REDACTED","E08000004","Oldham",6
526,2014-10-23,"EY482003","Childcare - Non-Domestic","Timperley Village Day Nursery LTD","E08000009","Trafford",55
526,2014-10-22,"EY482948","Childminder","REDACTED","E08000007","Stockport",6
526,2014-10-22,"EY481299","Childminder","REDACTED","E08000006","Salford",6
526,2014-10-22,"EY482221","Childcare - Non-Domestic","Little Rainbows' 2 Nursery","E08000010","Wigan",56
526,2014-10-22,"EY483412","Childcare - Non-Domestic","Smilies","E08000006","Salford",75
526,2014-10-22,"EY482324","Childcare - Non-Domestic","Middleton Nursery School","E08000005","Rochdale",40
526,2014-10-20,"EY480908","Childminder","REDACTED","E08000009","Trafford",12
526,2014-10-17,"EY482050","Childcare - Non-Domestic","The Wendy House Nursery Ltd","E08000010","Wigan",56
526,2014-10-16,"EY475527","Childminder","REDACTED","E08000009","Trafford",6
526,2014-10-16,"EY473094","Childminder","REDACTED","E08000005","Rochdale",12
526,2014-10-16,"EY475531","Childminder","REDACTED","E08000009","Trafford",6
526,2014-10-15,"EY482498","Childminder","REDACTED","E08000001","Bolton",18
526,2014-10-14,"EY481767","Childminder","REDACTED","E08000008","Tameside",6
526,2014-10-14,"EY480061","Childcare - Non-Domestic","Tiddlywinks Day Nursery Ltd","E08000003","Manchester",72
526,2014-10-14,"EY482262","Childcare - Non-Domestic","Appledore Private Day Nursery Ltd","E08000004","Oldham",48
526,2014-10-14,"EY482696","Childcare - Non-Domestic","Abc at Ince Community Centre","E08000010","Wigan",20
526,2014-10-14,"EY482016","Childcare - Non-Domestic","Funtasia Kids Clubs Limited- St Raphaels","E08000008","Tameside",40
526,2014-10-13,"EY482755","Childminder","REDACTED","E08000002","Bury",18
526,2014-10-10,"EY482345","Home Childcarer","REDACTED","E08000003","Manchester",0
526,2014-10-09,"EY483476","Home Childcarer","REDACTED","E08000004","Oldham",0
526,2014-10-09,"EY482047","Childcare - Non-Domestic","Sylvan Court Out of School Provision","E08000006","Salford",24
526,2014-10-09,"EY483210","Childcare - Non-Domestic","Smart Kids","E08000004","Oldham",0
526,2014-10-09,"EY483583","Childcare - Non-Domestic","Community Learning Centre","E08000003","Manchester",0
526,2014-10-08,"EY482017","Childcare - Non-Domestic","Funtasia Kids Clubs Limited- Yew Tree","E08000008","Tameside",15
526,2014-10-08,"EY482734","Childcare - Non-Domestic","Funtasia Kids Clubs Limited- St Pauls","E08000008","Tameside",50
526,2014-10-06,"EY479899","Childminder","REDACTED","E08000004","Oldham",6
525,2014-09-29,"EY481774","Childcare - Non-Domestic","Little Munchkins Before & After School","E08000008","Tameside",40
525,2014-09-29,"EY480505","Childminder","REDACTED","E08000003","Manchester",6
525,2014-09-25,"EY477864","Childminder","REDACTED","E08000007","Stockport",6
525,2014-09-25,"EY481747","Childminder","REDACTED","E08000003","Manchester",6
525,2014-09-25,"EY481847","Childcare - Non-Domestic","Giggle and Grow Glodwick","E08000004","Oldham",66
525,2014-09-23,"EY481525","Childcare - Non-Domestic","Little Oaks","E08000009","Trafford",55
525,2014-09-22,"EY480837","Childcare - Non-Domestic","Holly Tree Pre-School And Trackers","E08000010","Wigan",69
525,2014-09-19,"EY481857","Childcare - Non-Domestic","The Home Corner","E08000005","Rochdale",25
525,2014-09-17,"EY475495","Childminder","REDACTED","E08000006","Salford",6
525,2014-09-17,"EY481123","Childcare - Non-Domestic","Little Legends Pre-school at St Marys","E08000007","Stockport",20
525,2014-09-16,"EY481743","Home Childcarer","REDACTED","E08000008","Tameside",0
525,2014-09-16,"EY482210","Home Childcarer","REDACTED","E08000003","Manchester",0
525,2014-09-10,"EY479558","Childcare - Non-Domestic","Saddleworth Stars","E08000004","Oldham",109
525,2014-09-09,"EY477702","Childcare - Non-Domestic","Activate Camps","E08000007","Stockport",0
525,2014-09-08,"EY480332","Childminder","REDACTED","E08000006","Salford",6
525,2014-09-08,"EY481141","Childminder","REDACTED","E08000003","Manchester",18
525,2014-09-03,"EY481032","Childcare - Non-Domestic","Activate Camps","E08000007","Stockport",0
525,2014-09-01,"EY480119","Childminder","REDACTED","E08000007","Stockport",6
524,2014-08-29,"EY481194","Childcare - Non-Domestic","Bright Stars Childcare","E08000005","Rochdale",56
524,2014-08-28,"EY479099","Home Childcarer","REDACTED","E08000009","Trafford",0
524,2014-08-28,"EY479194","Childminder","REDACTED","E08000010","Wigan",6
524,2014-08-28,"EY481649","Childminder","REDACTED","E08000003","Manchester",12
524,2014-08-26,"EY480153","Childminder","REDACTED","E08000002","Bury",12
524,2014-08-26,"EY480050","Childminder","REDACTED","E08000002","Bury",6
524,2014-08-21,"EY469609","Childcare - Non-Domestic","JNR8 Youth and Community Centre","E08000003","Manchester",0
524,2014-08-20,"EY480834","Childcare - Non-Domestic","Holly Tree Children's Nursery Ltd","E08000010","Wigan",59
524,2014-08-19,"EY481043","Childminder","REDACTED","E08000007","Stockport",6
524,2014-08-13,"EY478411","Childminder","REDACTED","E08000003","Manchester",6
524,2014-08-13,"EY480046","Childminder","REDACTED","E08000003","Manchester",6
524,2014-08-13,"EY477599","Childcare - Non-Domestic","Kids Childcare Hazel Grove Ltd","E08000007","Stockport",40
524,2014-08-13,"EY481256","Childcare - Non-Domestic","Brabyns LTC Holiday Club","E08000007","Stockport",0
524,2014-08-12,"EY480583","Home Childcarer","REDACTED","E08000002","Bury",0
524,2014-08-12,"EY479480","Childcare - Non-Domestic","Kids Planet Salford","E08000006","Salford",128
524,2014-08-11,"EY480563","Childminder","REDACTED","E08000006","Salford",6
524,2014-08-11,"EY479723","Childminder","REDACTED","E08000005","Rochdale",6
524,2014-08-11,"EY480405","Childcare - Non-Domestic","The Sunflower Centre","E08000008","Tameside",75
524,2014-08-10,"EY478648","Childcare - Non-Domestic","The Village Nursery and Pre-school","E08000008","Tameside",103
524,2014-08-08,"EY478882","Childminder","REDACTED","E08000009","Trafford",6
524,2014-08-08,"EY479996","Childminder","REDACTED","E08000004","Oldham",6
524,2014-08-05,"EY480182","Childminder","REDACTED","E08000003","Manchester",6
524,2014-08-05,"EY480342","Childminder","REDACTED","E08000003","Manchester",6
524,2014-08-01,"EY480245","Childminder","REDACTED","E08000005","Rochdale",6
523,2014-07-31,"EY479578","Childminder","REDACTED","E08000001","Bolton",17
523,2014-07-31,"EY479928","Childminder","REDACTED","E08000007","Stockport",12
523,2014-07-29,"EY479959","Childcare - Non-Domestic","Tiny Footsteps Day Nursery","E08000001","Bolton",35
523,2014-07-28,"EY479982","Childcare - Non-Domestic","Olive Shapley Playgroup","E08000003","Manchester",22
523,2014-07-22,"EY475629","Childminder","REDACTED","E08000004","Oldham",6
523,2014-07-18,"EY479219","Childminder","REDACTED","E08000004","Oldham",12
523,2014-07-18,"EY479640","Childcare - Non-Domestic","Newton Westpark Nursery","E08000010","Wigan",32
523,2014-07-17,"EY479724","Childminder","REDACTED","E08000010","Wigan",6
523,2014-07-16,"EY478065","Childcare - Non-Domestic","School Shuttle Childcare Services @ All Saints","E08000001","Bolton",60
523,2014-07-14,"EY475857","Childminder","REDACTED","E08000006","Salford",6
523,2014-07-11,"EY478461","Childminder","REDACTED","E08000009","Trafford",6
523,2014-07-11,"EY477359","Childminder","REDACTED","E08000003","Manchester",6
523,2014-07-09,"EY476811","Childminder","REDACTED","E08000006","Salford",6
523,2014-07-09,"EY478077","Childminder","REDACTED","E08000003","Manchester",12
523,2014-07-04,"EY479214","Childminder","REDACTED","E08000008","Tameside",6
523,2014-07-03,"EY478713","Childminder","REDACTED","E08000008","Tameside",12
523,2014-07-02,"EY476503","Childminder","REDACTED","E08000003","Manchester",6
523,2014-07-01,"EY478871","Childminder","REDACTED","E08000009","Trafford",6
522,2014-06-30,"EY477891","Childminder","REDACTED","E08000001","Bolton",12
522,2014-06-30,"EY476434","Childminder","REDACTED","E08000010","Wigan",18
522,2014-06-27,"EY478847","Childminder","REDACTED","E08000010","Wigan",12
522,2014-06-25,"EY476745","Childcare - Non-Domestic","Ladybridge Pre-School","E08000001","Bolton",40
522,2014-06-24,"EY477445","Childminder","REDACTED","E08000006","Salford",6
522,2014-06-20,"EY474442","Childminder","REDACTED","E08000010","Wigan",6
522,2014-06-20,"EY477805","Childminder","REDACTED","E08000006","Salford",6
522,2014-06-17,"EY475590","Childminder","REDACTED","E08000008","Tameside",6
522,2014-06-16,"EY478805","Childminder","REDACTED","E08000003","Manchester",12
522,2014-06-16,"EY477872","Childcare - Non-Domestic","Heron Day Nursery","E08000010","Wigan",56
522,2014-06-09,"EY475146","Childminder","REDACTED","E08000006","Salford",6
522,2014-06-06,"EY477101","Childminder","REDACTED","E08000005","Rochdale",12
522,2014-06-06,"EY477150","Childcare - Non-Domestic","Butterfly Children","E08000005","Rochdale",30
522,2014-06-06,"EY477641","Childcare - Non-Domestic","Kids Planet  Springhead","E08000004","Oldham",55
522,2014-06-05,"EY478187","Childcare - Non-Domestic","The New Village Nursery","E08000004","Oldham",65
522,2014-06-05,"EY477640","Childcare - Non-Domestic","Kids Planet  Dukinfield","E08000008","Tameside",80
522,2014-06-04,"EY466961","Childminder","REDACTED","E08000003","Manchester",6
522,2014-06-03,"EY478513","Childcare - Non-Domestic","Cavendish Out of School Club Limited","E08000003","Manchester",30
521,2014-05-29,"EY478294","Childminder","REDACTED","E08000007","Stockport",6
521,2014-05-28,"EY475518","Childminder","REDACTED","E08000007","Stockport",6
521,2014-05-23,"EY477049","Childminder","REDACTED","E08000010","Wigan",6
521,2014-05-23,"EY477556","Childminder","REDACTED","E08000001","Bolton",6
521,2014-05-20,"EY476235","Childminder","REDACTED","E08000002","Bury",6
521,2014-05-17,"EY476360","Childminder","REDACTED","E08000002","Bury",6
521,2014-05-16,"EY478085","Home Childcarer","REDACTED","E08000003","Manchester",0
521,2014-05-16,"EY477601","Childcare - Non-Domestic","Vicarage Road Playgroup","E08000010","Wigan",22
521,2014-05-15,"EY477028","Childminder","REDACTED","E08000003","Manchester",6
521,2014-05-15,"EY477402","Childminder","REDACTED","E08000009","Trafford",6
521,2014-05-15,"EY476302","Childcare - Non-Domestic","ABC Castle Nursery","E08000010","Wigan",48
